kernel,total_cpu,total_gpu,exec_gpu,h2d_gpu,d2h_gpu
coalesced_gemm,0.015659153701596228,0.00933036787711797,0.008499515116580448,0.0004209203221254449,0.00040993243841207667
coalesced_gemm,0.007017162913625645,0.004181114298094044,0.0033545429492768683,0.00041851672256314556,0.00040805462625403033
coalesced_gemm,0.015499875850980293,0.009235463582208864,0.008408892233391687,0.0004166389104050992,0.00040993243841207667
coalesced_gemm,0.015659153701596228,0.00933036787711797,0.008499515116580448,0.0004209203221254449,0.00040993243841207667
coalesced_transpose,0.010542742795025636,0.004438188513714408,0.0036183236368902546,0.00040993243841207667,0.00040993243841207667
softmax,0.007773989310330089,0.00450160078771476,0.0036854915352067,0.00040805462625403033,0.00040805462625403033
